serie,country,value,year
People using at least basic drinking water services (% of population),United States of America,99.7446309234849,2019
People using at least basic drinking water services (% of population),Uruguay,99.4872379896577,2019
People using at least basic drinking water services (% of population),Uzbekistan,95.6274361480504,2019
People using at least basic drinking water services (% of population),Vanuatu,90.0654259004521,2019
People using at least basic drinking water services (% of population),Venezuela (Bolivarian Republic of),93.8628955693026,2019
People using at least basic drinking water services (% of population),Viet Nam,95.9890536474813,2019
People using at least basic drinking water services (% of population),United States Virgin Islands,98.7182673758686,2019
People using at least basic drinking water services (% of population),Palestine,97.5865067324122,2019
People using at least basic drinking water services (% of population),Yemen,59.7165798384097,2019
People using at least basic drinking water services (% of population),Zambia,66.8533983785744,2019
People using at least basic drinking water services (% of population),Zimbabwe,63.0949538019092,2019
People using safely managed drinking water services (% of population),Afghanistan,28.4025051496417,2020
People using safely managed drinking water services (% of population),Albania,70.6745374149515,2020
People using safely managed drinking water services (% of population),Algeria,72.2481473302903,2020
People using safely managed drinking water services (% of population),American Samoa,89.8545469094066,2020
People using safely managed drinking water services (% of population),Andorra,90.6399986650032,2020
People using safely managed drinking water services (% of population),Armenia,82.6858187854657,2020
People using safely managed drinking water services (% of population),Austria,98.9006430846756,2020
People using safely managed drinking water services (% of population),Azerbaijan,70.6733099660733,2020
People using safely managed drinking water services (% of population),Bahrain,98.9039755631804,2020
People using safely managed drinking water services (% of population),Bangladesh,58.6559977739333,2020
People using safely managed drinking water services (% of population),Belarus,92.9371107737105,2020
People using safely managed drinking water services (% of population),Belgium,99.7228120895798,2020
People using safely managed drinking water services (% of population),Bhutan,69.1371586760932,2020
People using safely managed drinking water services (% of population),Bosnia and Herzegovina,88.1388818873342,2020
People using safely managed drinking water services (% of population),Brazil,85.9216178835864,2020
People using safely managed drinking water services (% of population),Bulgaria,95.9670764054634,2020
People using safely managed drinking water services (% of population),Cambodia,27.903766635715,2020
People using safely managed drinking water services (% of population),Canada,99.0389461917976,2020
People using safely managed drinking water services (% of population),Central African Republic,6.18331816252162,2020
People using safely managed drinking water services (% of population),Chad,6.15788313789912,2020
People using safely managed drinking water services (% of population),Chile,98.7713706847373,2020
People using safely managed drinking water services (% of population),Colombia,73.413231097311,2020
People using safely managed drinking water services (% of population),Democratic Republic of the Congo,11.1856662910631,2020
People using safely managed drinking water services (% of population),Congo.,45.8968960933344,2020
People using safely managed drinking water services (% of population),Costa Rica,80.5160465668615,2020
People using safely managed drinking water services (% of population),Côte d'Ivoire,43.6416406173766,2020
People using safely managed drinking water services (% of population),Croatia,,2020
People using safely managed drinking water services (% of population),Cyprus,99.7651721581168,2020
People using safely managed drinking water services (% of population),Czechia,97.8824671997283,2020
People using safely managed drinking water services (% of population),Denmark,99.9188240598864,2020
People using safely managed drinking water services (% of population),Dominican Republic,44.7787855135927,2020
People using safely managed drinking water services (% of population),Ecuador,66.8266652974836,2020
People using safely managed drinking water services (% of population),Estonia,96.9983883839698,2020
People using safely managed drinking water services (% of population),Ethiopia,12.3362032791012,2020
People using safely managed drinking water services (% of population),Fiji,41.6106492222705,2020
People using safely managed drinking water services (% of population),Finland,99.6379253571289,2020
People using safely managed drinking water services (% of population),France,99.5097812620216,2020
People using safely managed drinking water services (% of population),Gambia,46.4953029971304,2020
People using safely managed drinking water services (% of population),Georgia,68.6233933284084,2020
People using safely managed drinking water services (% of population),Germany,99.9126502107578,2020
People using safely managed drinking water services (% of population),Ghana,42.3354561621678,2020
People using safely managed drinking water services (% of population),Gibraltar,100.0,2020
People using safely managed drinking water services (% of population),Greece,98.9304415860007,2020
People using safely managed drinking water services (% of population),Grenada,,2020
People using safely managed drinking water services (% of population),Guam,99.059791733307,2020
People using safely managed drinking water services (% of population),Guatemala,55.7682368601755,2020
People using safely managed drinking water services (% of population),Guinea-Bissau,23.5168018782756,2020
People using safely managed drinking water services (% of population),Honduras,64.3912947937654,2020
People using safely managed drinking water services (% of population),"China, Hong Kong SAR",100.0,2020
People using safely managed drinking water services (% of population),Hungary,99.1094817093039,2020
People using safely managed drinking water services (% of population),Iceland,100.0,2020
People using safely managed drinking water services (% of population),Indonesia,29.71391557951,2020
People using safely managed drinking water services (% of population),Iran (Islamic Republic of),93.9526610413941,2020
People using safely managed drinking water services (% of population),Iraq,59.6644621474606,2020
People using safely managed drinking water services (% of population),Ireland,95.8535366790098,2020
People using safely managed drinking water services (% of population),Isle of Man,99.0297898821784,2020
People using safely managed drinking water services (% of population),Israel,99.4999577281581,2020
People using safely managed drinking water services (% of population),Italy,92.9673571734084,2020
People using safely managed drinking water services (% of population),Japan,98.6111758553163,2020
People using safely managed drinking water services (% of population),Jordan,85.7168391097819,2020
People using safely managed drinking water services (% of population),Kazakhstan,89.3346437095975,2020
People using safely managed drinking water services (% of population),Kiribati,13.9753467093976,2020
People using safely managed drinking water services (% of population),Democratic People's Republic of Korea,66.380897032912,2020
People using safely managed drinking water services (% of population),Republic of Korea,99.1289130840804,2020
People using safely managed drinking water services (% of population),Kuwait,100.0,2020
People using safely managed drinking water services (% of population),Kyrgyzstan,76.3385372917454,2020
People using safely managed drinking water services (% of population),Lao People's Democratic Republic,17.6819038152423,2020
People using safely managed drinking water services (% of population),Latvia,96.5399613194845,2020
People using safely managed drinking water services (% of population),Lebanon,47.7,2020
People using safely managed drinking water services (% of population),Lesotho,27.5216836619161,2020
People using safely managed drinking water services (% of population),Liechtenstein,100.0,2020
People using safely managed drinking water services (% of population),Lithuania,94.9237932740768,2020
People using safely managed drinking water services (% of population),Luxembourg,99.5200654420875,2020
People using safely managed drinking water services (% of population),Madagascar,20.7635333183938,2020
People using safely managed drinking water services (% of population),Malawi,16.4864046136865,2020
People using safely managed drinking water services (% of population),Malaysia,93.8182200650099,2020
People using safely managed drinking water services (% of population),Malta,99.8076855516282,2020
People using safely managed drinking water services (% of population),Mexico,42.8921018203856,2020
People using safely managed drinking water services (% of population),Republic of Moldova,74.4959377621607,2020
People using safely managed drinking water services (% of population),Monaco,100.0,2020
People using safely managed drinking water services (% of population),Mongolia,37.397381385685,2020
People using safely managed drinking water services (% of population),Montenegro,85.072199534961,2020
People using safely managed drinking water services (% of population),Morocco,73.9121802066915,2020
People using safely managed drinking water services (% of population),Myanmar,56.7710258366465,2020
People using safely managed drinking water services (% of population),Nepal,17.7071179880758,2020
People using safely managed drinking water services (% of population),Netherlands,99.9702576817895,2020
People using safely managed drinking water services (% of population),New Caledonia,96.6382003261782,2020
People using safely managed drinking water services (% of population),New Zealand,99.1042880185472,2020
People using safely managed drinking water services (% of population),Nicaragua,55.5159170451418,2020
People using safely managed drinking water services (% of population),Nigeria,27.853490832428,2020
People using safely managed drinking water services (% of population),Republic of North Macedonia,80.3805030592556,2020
People using safely managed drinking water services (% of population),Northern Mariana Islands,90.6391752577319,2020
People using safely managed drinking water services (% of population),Norway,98.9316806552341,2020
People using safely managed drinking water services (% of population),Oman,90.5571638219463,2020
People using safely managed drinking water services (% of population),Pakistan,48.5468342411643,2020
People using safely managed drinking water services (% of population),Palau,87.9642432501855,2020
People using safely managed drinking water services (% of population),Paraguay,64.084221431351,2020
People using safely managed drinking water services (% of population),Peru,51.4062095308154,2020
People using safely managed drinking water services (% of population),Philippines,47.428127091221,2020
People using safely managed drinking water services (% of population),Poland,89.6191876786659,2020
People using safely managed drinking water services (% of population),Portugal,95.0144446619063,2020
People using safely managed drinking water services (% of population),Puerto Rico,99.8731075904989,2020
People using safely managed drinking water services (% of population),Qatar,96.6429334754782,2020
People using safely managed drinking water services (% of population),Romania,81.9888316214229,2020
People using safely managed drinking water services (% of population),Russian Federation,76.040643880787,2020
People using safely managed drinking water services (% of population),Samoa,62.1070616668144,2020
People using safely managed drinking water services (% of population),San Marino,100.0,2020
People using safely managed drinking water services (% of population),Sao Tome and Principe,35.8663794193322,2020
People using safely managed drinking water services (% of population),Senegal,26.0601472837414,2020
People using safely managed drinking water services (% of population),Serbia,75.0059465921081,2020
People using safely managed drinking water services (% of population),Sierra Leone,9.71431305077627,2020
People using safely managed drinking water services (% of population),Singapore,100.0,2020
People using safely managed drinking water services (% of population),Slovakia,99.1135332662023,2020
People using safely managed drinking water services (% of population),Slovenia,98.2743209096652,2020
People using safely managed drinking water services (% of population),Spain,99.5614800334883,2020
People using safely managed drinking water services (% of population),Sri Lanka,47.5914243025232,2020
People using safely managed drinking water services (% of population),Saint-Martin (French part),96.6350935573213,2020
People using safely managed drinking water services (% of population),Suriname,55.7604344745866,2020
People using safely managed drinking water services (% of population),Sweden,99.7280724118451,2020
People using safely managed drinking water services (% of population),Switzerland,96.6999976825074,2020
People using safely managed drinking water services (% of population),Tajikistan,55.2368645269544,2020
People using safely managed drinking water services (% of population),United Republic of Tanzania,10.7083821320859,2020
People using safely managed drinking water services (% of population),Togo,18.8410171736911,2020
People using safely managed drinking water services (% of population),Tonga,29.4929646634957,2020
People using safely managed drinking water services (% of population),Tunisia,73.9069254924488,2020
People using safely managed drinking water services (% of population),Turkmenistan,94.83423669476,2020
People using safely managed drinking water services (% of population),Turks and Caicos Islands,47.1253369866336,2020
People using safely managed drinking water services (% of population),Tuvalu,8.62597716843471,2020
People using safely managed drinking water services (% of population),Uganda,16.7450812444467,2020
People using safely managed drinking water services (% of population),Ukraine,87.9774978969878,2020
People using safely managed drinking water services (% of population),United Kingdom of Great Britain and Northern Ireland,99.8284052845126,2020
People using safely managed drinking water services (% of population),United States of America,97.1649574893557,2020
People using safely managed drinking water services (% of population),Uzbekistan,77.7884749182579,2020
People using safely managed drinking water services (% of population),Viet Nam,56.7303498221906,2020
People using safely managed drinking water services (% of population),United States Virgin Islands,97.9359935454068,2020
People using safely managed drinking water services (% of population),Palestine,79.6989458183278,2020
People using safely managed drinking water services (% of population),Zimbabwe,26.5738460316127,2020
"People using safely managed drinking water services, urban (% of urban population)",Afghanistan,35.5936042154667,2020
"People using safely managed drinking water services, urban (% of urban population)",Algeria,74.5317100302898,2020
"People using safely managed drinking water services, urban (% of urban population)",Australia,99.5693262416794,2020
"People using safely managed drinking water services, urban (% of urban population)",Azerbaijan,92.275,2020
"People using safely managed drinking water services, urban (% of urban population)",Bangladesh,52.9795575873029,2020
"People using safely managed drinking water services, urban (% of urban population)",Bhutan,54.879916795038,2020
"People using safely managed drinking water services, urban (% of urban population)",Botswana,73.0023802454249,2020
"People using safely managed drinking water services, urban (% of urban population)",Brazil,87.8867466956476,2020
"People using safely managed drinking water services, urban (% of urban population)",Cambodia,56.4348653486799,2020
"People using safely managed drinking water services, urban (% of urban population)",Central African Republic,11.5154472128522,2020
"People using safely managed drinking water services, urban (% of urban population)",Chad,17.4604292005777,2020
"People using safely managed drinking water services, urban (% of urban population)",Chile,99.4218210533229,2020
"People using safely managed drinking water services, urban (% of urban population)",China,97.4811723181191,2020
"People using safely managed drinking water services, urban (% of urban population)",Colombia,81.1191353719545,2020
"People using safely managed drinking water services, urban (% of urban population)",Democratic Republic of the Congo,23.9091930769611,2020
"People using safely managed drinking water services, urban (% of urban population)",Congo.,58.6264037537507,2020
"People using safely managed drinking water services, urban (% of urban population)",Costa Rica,80.38785,2020
"People using safely managed drinking water services, urban (% of urban population)",Côte d'Ivoire,58.9593108616158,2020
"People using safely managed drinking water services, urban (% of urban population)",Croatia,96.55,2020
"People using safely managed drinking water services, urban (% of urban population)",Czechia,97.9600240311468,2020
"People using safely managed drinking water services, urban (% of urban population)",Dominican Republic,46.8934862515362,2020
"People using safely managed drinking water services, urban (% of urban population)",Ecuador,74.65207,2020
"People using safely managed drinking water services, urban (% of urban population)",El Salvador,79.1437136978763,2020
"People using safely managed drinking water services, urban (% of urban population)",Eswatini,76.8606548436774,2020
"People using safely managed drinking water services, urban (% of urban population)",Ethiopia,38.2993310567151,2020
"People using safely managed drinking water services, urban (% of urban population)",Fiji,52.5061479110774,2020
"People using safely managed drinking water services, urban (% of urban population)",France,99.7705256723717,2020
"People using safely managed drinking water services, urban (% of urban population)",Gambia,67.5739203696824,2020
"People using safely managed drinking water services, urban (% of urban population)",Georgia,87.9116684771754,2020
"People using safely managed drinking water services, urban (% of urban population)",Germany,99.9877388097144,2020
"People using safely managed drinking water services, urban (% of urban population)",Ghana,61.567364994894,2020
"People using safely managed drinking water services, urban (% of urban population)",Gibraltar,100.0,2020
"People using safely managed drinking water services, urban (% of urban population)",Guatemala,65.3920150823842,2020
"People using safely managed drinking water services, urban (% of urban population)",Guinea-Bissau,36.5948581318292,2020
"People using safely managed drinking water services, urban (% of urban population)",Honduras,78.2312250129976,2020
"People using safely managed drinking water services, urban (% of urban population)","China, Hong Kong SAR",100.0,2020
"People using safely managed drinking water services, urban (% of urban population)",Hungary,99.1538886117773,2020
"People using safely managed drinking water services, urban (% of urban population)",Indonesia,34.3392825116386,2020
"People using safely managed drinking water services, urban (% of urban population)",Iran (Islamic Republic of),96.1375970471615,2020
"People using safely managed drinking water services, urban (% of urban population)",Iraq,64.6,2020
"People using safely managed drinking water services, urban (% of urban population)",Israel,99.508136862961,2020
"People using safely managed drinking water services, urban (% of urban population)",Kiribati,20.0373047133747,2020
"People using safely managed drinking water services, urban (% of urban population)",Democratic People's Republic of Korea,76.9636051655807,2020
"People using safely managed drinking water services, urban (% of urban population)",Kuwait,100.0,2020
"People using safely managed drinking water services, urban (% of urban population)",Kyrgyzstan,91.84967,2020
"People using safely managed drinking water services, urban (% of urban population)",Lao People's Democratic Republic,26.987436862545,2020
"People using safely managed drinking water services, urban (% of urban population)",Lesotho,72.3769216980118,2020
"People using safely managed drinking water services, urban (% of urban population)",Lithuania,99.3242989856502,2020
"People using safely managed drinking water services, urban (% of urban population)",Luxembourg,99.8,2020
"People using safely managed drinking water services, urban (% of urban population)",Malawi,50.9074560603552,2020
"People using safely managed drinking water services, urban (% of urban population)",Monaco,100.0,2020
"People using safely managed drinking water services, urban (% of urban population)",Mongolia,49.3406878707031,2020
"People using safely managed drinking water services, urban (% of urban population)",Montenegro,87.31913,2020
"People using safely managed drinking water services, urban (% of urban population)",Morocco,90.1022690054183,2020
"People using safely managed drinking water services, urban (% of urban population)",Myanmar,72.0587747003397,2020
"People using safely managed drinking water services, urban (% of urban population)",Nepal,24.805471743413,2020
"People using safely managed drinking water services, urban (% of urban population)",Nicaragua,67.3047578434431,2020
"People using safely managed drinking water services, urban (% of urban population)",Nigeria,35.2161923278737,2020
"People using safely managed drinking water services, urban (% of urban population)",Republic of North Macedonia,84.6236462139475,2020
"People using safely managed drinking water services, urban (% of urban population)",Pakistan,55.6138501592209,2020
"People using safely managed drinking water services, urban (% of urban population)",Palau,95.1832755883078,2020
"People using safely managed drinking water services, urban (% of urban population)",Paraguay,72.2064769603427,2020
"People using safely managed drinking water services, urban (% of urban population)",Peru,59.5068494959253,2020
"People using safely managed drinking water services, urban (% of urban population)",Philippines,61.72007063712,2020
"People using safely managed drinking water services, urban (% of urban population)",Portugal,97.0880452208485,2020
"People using safely managed drinking water services, urban (% of urban population)",Romania,94.9535041959628,2020
"People using safely managed drinking water services, urban (% of urban population)",Rwanda,52.6326839046539,2020
"People using safely managed drinking water services, urban (% of urban population)",Samoa,90.1915,2020
"People using safely managed drinking water services, urban (% of urban population)",Sao Tome and Principe,40.1143954580673,2020
"People using safely managed drinking water services, urban (% of urban population)",Senegal,41.0417789475739,2020
"People using safely managed drinking water services, urban (% of urban population)",Serbia,81.5174691439818,2020
"People using safely managed drinking water services, urban (% of urban population)",Sierra Leone,12.1127124282552,2020
"People using safely managed drinking water services, urban (% of urban population)",Singapore,100.0,2020
"People using safely managed drinking water services, urban (% of urban population)",South Africa,81.5780473797267,2020
"People using safely managed drinking water services, urban (% of urban population)",Spain,99.7813502450769,2020
"People using safely managed drinking water services, urban (% of urban population)",Sri Lanka,87.4722290136969,2020
"People using safely managed drinking water services, urban (% of urban population)",Saint-Martin (French part),96.6350935573213,2020
"People using safely managed drinking water services, urban (% of urban population)",Suriname,63.4127012869624,2020
"People using safely managed drinking water services, urban (% of urban population)",United Republic of Tanzania,24.9489201431857,2020
"People using safely managed drinking water services, urban (% of urban population)",Togo,33.7100786010787,2020
"People using safely managed drinking water services, urban (% of urban population)",Tonga,50.6929917220873,2020
"People using safely managed drinking water services, urban (% of urban population)",Tunisia,77.3032747287411,2020
"People using safely managed drinking water services, urban (% of urban population)",Turkmenistan,97.0826470588235,2020
"People using safely managed drinking water services, urban (% of urban population)",Turks and Caicos Islands,46.542834789086,2020
"People using safely managed drinking water services, urban (% of urban population)",Tuvalu,10.4611789594619,2020
"People using safely managed drinking water services, urban (% of urban population)",Uganda,42.3484895626588,2020
"People using safely managed drinking water services, urban (% of urban population)",Ukraine,88.3306839025631,2020
"People using safely managed drinking water services, urban (% of urban population)",United States of America,97.416931866832,2020
"People using safely managed drinking water services, urban (% of urban population)",Uruguay,94.5887445887446,2020
"People using safely managed drinking water services, urban (% of urban population)",Uzbekistan,88.6444066496267,2020
"People using safely managed drinking water services, urban (% of urban population)",Vanuatu,56.1173330177778,2020
"People using safely managed drinking water services, urban (% of urban population)",Viet Nam,75.5579275757868,2020
"People using safely managed drinking water services, urban (% of urban population)",Palestine,80.9328703641541,2020
"People using safely managed drinking water services, urban (% of urban population)",Zambia,45.4757775068295,2020
"People using safely managed drinking water services, urban (% of urban population)",Zimbabwe,55.3914302646078,2020
"People using safely managed drinking water services, rural (% of rural population)",Afghanistan,25.8724869855311,2020
"People using safely managed drinking water services, rural (% of rural population)",Algeria,65.8380593469355,2020
"People using safely managed drinking water services, rural (% of rural population)",Azerbaijan,78.6970909117908,2020
"People using safely managed drinking water services, rural (% of rural population)",Bangladesh,62.1613201753279,2020
"People using safely managed drinking water services, rural (% of rural population)",Bhutan,79.5960305343524,2020
"People using safely managed drinking water services, rural (% of rural population)",Brazil,72.6849829312923,2020
"People using safely managed drinking water services, rural (% of rural population)",Cambodia,18.7789959813677,2020
"People using safely managed drinking water services, rural (% of rural population)",Central African Republic,2.29062998536691,2020
"People using safely managed drinking water services, rural (% of rural population)",Chad,2.68199548094284,2020
"People using safely managed drinking water services, rural (% of rural population)",Colombia,39.6337676802238,2020
"People using safely managed drinking water services, rural (% of rural population)",Democratic Republic of the Congo,0.504007334603477,2020
"People using safely managed drinking water services, rural (% of rural population)",Congo.,19.0581384028427,2020
"People using safely managed drinking water services, rural (% of rural population)",Costa Rica,81.05455,2020
"People using safely managed drinking water services, rural (% of rural population)",Côte d'Ivoire,27.2417687664575,2020
"People using safely managed drinking water services, rural (% of rural population)",Croatia,,2020
"People using safely managed drinking water services, rural (% of rural population)",Czechia,97.661031292224,2020
"People using safely managed drinking water services, rural (% of rural population)",Dominican Republic,34.7817880076565,2020
"People using safely managed drinking water services, rural (% of rural population)",Ecuador,52.8141371914843,2020
"People using safely managed drinking water services, rural (% of rural population)",Ethiopia,5.14291973182451,2020
"People using safely managed drinking water services, rural (% of rural population)",Fiji,27.0213886372735,2020
"People using safely managed drinking water services, rural (% of rural population)",France,98.4,2020
"People using safely managed drinking water services, rural (% of rural population)",Gambia,11.2410926782684,2020
"People using safely managed drinking water services, rural (% of rural population)",Georgia,40.341510906422,2020
"People using safely managed drinking water services, rural (% of rural population)",Germany,99.6547058823529,2020
"People using safely managed drinking water services, rural (% of rural population)",Ghana,16.4760207716,2020
"People using safely managed drinking water services, rural (% of rural population)",Guatemala,45.4107472794702,2020
"People using safely managed drinking water services, rural (% of rural population)",Guinea-Bissau,13.1591619630296,2020
"People using safely managed drinking water services, rural (% of rural population)",Honduras,44.994918511974,2020
"People using safely managed drinking water services, rural (% of rural population)",Hungary,98.995620437955,2020
"People using safely managed drinking water services, rural (% of rural population)",India,62.0799354031804,2020
"People using safely managed drinking water services, rural (% of rural population)",Indonesia,23.6716755258147,2020
"People using safely managed drinking water services, rural (% of rural population)",Iran (Islamic Republic of),87.081240767268,2020
"People using safely managed drinking water services, rural (% of rural population)",Iraq,47.6434646821919,2020
"People using safely managed drinking water services, rural (% of rural population)",Israel,99.3977997448933,2020
"People using safely managed drinking water services, rural (% of rural population)",Kiribati,6.38609092784249,2020
"People using safely managed drinking water services, rural (% of rural population)",Democratic People's Republic of Korea,48.8323156987041,2020
"People using safely managed drinking water services, rural (% of rural population)",Kyrgyzstan,67.2849728036016,2020
"People using safely managed drinking water services, rural (% of rural population)",Lao People's Democratic Republic,12.3813590898693,2020
"People using safely managed drinking water services, rural (% of rural population)",Lesotho,9.17560409899405,2020
"People using safely managed drinking water services, rural (% of rural population)",Luxembourg,96.524738095238,2020
"People using safely managed drinking water services, rural (% of rural population)",Madagascar,9.31138284393693,2020
"People using safely managed drinking water services, rural (% of rural population)",Malawi,9.22185433273252,2020
"People using safely managed drinking water services, rural (% of rural population)",Mongolia,11.2355114018343,2020
"People using safely managed drinking water services, rural (% of rural population)",Morocco,45.7069355039566,2020
"People using safely managed drinking water services, rural (% of rural population)",Myanmar,49.8572460688087,2020
"People using safely managed drinking water services, rural (% of rural population)",Nepal,15.8681811089164,2020
"People using safely managed drinking water services, rural (% of rural population)",Nicaragua,38.5430686435558,2020
"People using safely managed drinking water services, rural (% of rural population)",Nigeria,19.8906397650956,2020
"People using safely managed drinking water services, rural (% of rural population)",Republic of North Macedonia,74.4036419557295,2020
"People using safely managed drinking water services, rural (% of rural population)",Pakistan,44.3669101147958,2020
"People using safely managed drinking water services, rural (% of rural population)",Palau,57.2123558619869,2020
"People using safely managed drinking water services, rural (% of rural population)",Paraguay,50.728686295824,2020
"People using safely managed drinking water services, rural (% of rural population)",Peru,22.1818709693173,2020
"People using safely managed drinking water services, rural (% of rural population)",Philippines,34.5449435106796,2020
"People using safely managed drinking water services, rural (% of rural population)",Portugal,90.933104487339,2020
"People using safely managed drinking water services, rural (% of rural population)",Romania,66.6500664010624,2020
"People using safely managed drinking water services, rural (% of rural population)",Samoa,55.9884848025992,2020
"People using safely managed drinking water services, rural (% of rural population)",Sao Tome and Principe,23.5503453009011,2020
"People using safely managed drinking water services, rural (% of rural population)",Senegal,12.1631951182164,2020
"People using safely managed drinking water services, rural (% of rural population)",Serbia,66.5670142742075,2020
"People using safely managed drinking water services, rural (% of rural population)",Sierra Leone,7.91067017169864,2020
"People using safely managed drinking water services, rural (% of rural population)",Spain,98.6356001759805,2020
"People using safely managed drinking water services, rural (% of rural population)",Sri Lanka,38.4105018410969,2020
"People using safely managed drinking water services, rural (% of rural population)",Suriname,40.8069655348668,2020
"People using safely managed drinking water services, rural (% of rural population)",United Republic of Tanzania,2.96362081790467,2020
"People using safely managed drinking water services, rural (% of rural population)",Togo,7.71521542968337,2020
"People using safely managed drinking water services, rural (% of rural population)",Tonga,23.125046159531,2020
"People using safely managed drinking water services, rural (% of rural population)",Tunisia,66.1428170122283,2020
"People using safely managed drinking water services, rural (% of rural population)",Turkmenistan,92.3475490196079,2020
"People using safely managed drinking water services, rural (% of rural population)",Turks and Caicos Islands,55.651551273702,2020
"People using safely managed drinking water services, rural (% of rural population)",Tuvalu,5.36141306944783,2020
"People using safely managed drinking water services, rural (% of rural population)",Uganda,8.23153733878367,2020
"People using safely managed drinking water services, rural (% of rural population)",Ukraine,87.1685882645756,2020
"People using safely managed drinking water services, rural (% of rural population)",Uzbekistan,66.7503840024369,2020
"People using safely managed drinking water services, rural (% of rural population)",Viet Nam,45.5107210831706,2020
"People using safely managed drinking water services, rural (% of rural population)",Palestine,75.6327270118418,2020
"People using safely managed drinking water services, rural (% of rural population)",Zimbabwe,12.8612719544671,2020
"People using at least basic drinking water services, urban (% of urban population)",Afghanistan,96.1553707769587,2020
"People using at least basic drinking water services, urban (% of urban population)",Albania,95.6638091167437,2020
"People using at least basic drinking water services, urban (% of urban population)",Algeria,96.0047358614873,2020
"People using at least basic drinking water services, urban (% of urban population)",Andorra,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Angola,71.7431486173784,2020
"People using at least basic drinking water services, urban (% of urban population)",Antigua and Barbuda,98.4145801222122,2020
"People using at least basic drinking water services, urban (% of urban population)",Argentina,99.8173132584821,2020
"People using at least basic drinking water services, urban (% of urban population)",Armenia,99.9076328736856,2020
"People using at least basic drinking water services, urban (% of urban population)",Australia,99.965,2020
"People using at least basic drinking water services, urban (% of urban population)",Austria,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Azerbaijan,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Bangladesh,97.770362302704,2020
"People using at least basic drinking water services, urban (% of urban population)",Belarus,98.9878399685061,2020
"People using at least basic drinking water services, urban (% of urban population)",Belgium,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Belize,98.87896,2020
"People using at least basic drinking water services, urban (% of urban population)",Benin,74.1987902390659,2020
"People using at least basic drinking water services, urban (% of urban population)",Bermuda,99.9031400170636,2020
"People using at least basic drinking water services, urban (% of urban population)",Bhutan,99.2305064898204,2020
"People using at least basic drinking water services, urban (% of urban population)",Bolivia (Plurinational State of),99.1532516154826,2020
"People using at least basic drinking water services, urban (% of urban population)",Bosnia and Herzegovina,94.845704401265,2020
"People using at least basic drinking water services, urban (% of urban population)",Botswana,97.6280234154487,2020
"People using at least basic drinking water services, urban (% of urban population)",Brazil,99.8220013050854,2020
"People using at least basic drinking water services, urban (% of urban population)",Bulgaria,99.6262041838706,2020
"People using at least basic drinking water services, urban (% of urban population)",Burkina Faso,80.5021176784085,2020
"People using at least basic drinking water services, urban (% of urban population)",Burundi,90.6691108616384,2020
"People using at least basic drinking water services, urban (% of urban population)",Cabo Verde,93.1,2020
"People using at least basic drinking water services, urban (% of urban population)",Cambodia,92.566982245678,2020
"People using at least basic drinking water services, urban (% of urban population)",Cameroon,81.4919828089495,2020
"People using at least basic drinking water services, urban (% of urban population)",Canada,99.2582776628895,2020
"People using at least basic drinking water services, urban (% of urban population)",Cayman Islands,95.5733128834356,2020
"People using at least basic drinking water services, urban (% of urban population)",Central African Republic,49.6616649514541,2020
"People using at least basic drinking water services, urban (% of urban population)",Chad,77.7616647616029,2020
"People using at least basic drinking water services, urban (% of urban population)",Chile,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",China,98.2971874994202,2020
"People using at least basic drinking water services, urban (% of urban population)",Colombia,99.6730079504531,2020
"People using at least basic drinking water services, urban (% of urban population)",Comoros,,2020
"People using at least basic drinking water services, urban (% of urban population)",Democratic Republic of the Congo,60.5296942410131,2020
"People using at least basic drinking water services, urban (% of urban population)",Congo.,87.093296161588,2020
"People using at least basic drinking water services, urban (% of urban population)",Costa Rica,99.8496528571429,2020
"People using at least basic drinking water services, urban (% of urban population)",Côte d'Ivoire,86.4287219273281,2020
"People using at least basic drinking water services, urban (% of urban population)",Croatia,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Cuba,95.5644380294558,2020
"People using at least basic drinking water services, urban (% of urban population)",Cyprus,99.7251581174845,2020
"People using at least basic drinking water services, urban (% of urban population)",Czechia,99.9026509321019,2020
"People using at least basic drinking water services, urban (% of urban population)",Denmark,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Djibouti,84.13501492735,2020
"People using at least basic drinking water services, urban (% of urban population)",Dominican Republic,97.4710450985254,2020
"People using at least basic drinking water services, urban (% of urban population)",Ecuador,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Egypt,99.285964997043,2020
"People using at least basic drinking water services, urban (% of urban population)",El Salvador,99.6454385084233,2020
"People using at least basic drinking water services, urban (% of urban population)",Equatorial Guinea,,2020
"People using at least basic drinking water services, urban (% of urban population)",Eritrea,,2020
"People using at least basic drinking water services, urban (% of urban population)",Estonia,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Eswatini,97.1071404481269,2020
"People using at least basic drinking water services, urban (% of urban population)",Ethiopia,82.6135043228383,2020
"People using at least basic drinking water services, urban (% of urban population)",Fiji,98.6375462785483,2020
"People using at least basic drinking water services, urban (% of urban population)",Finland,100.0,2020
