country,granularity,year,population
Bulgaria,Urban,2021,5239.807
Bulgaria,Total,2022,6825.864
Bulgaria,Male,2022,3304.459
Bulgaria,Female,2022,3521.405
Bulgaria,Rural,2022,1617.607
Bulgaria,Urban,2022,5225.976
Bulgaria,Total,2023,6795.803
Bulgaria,Male,2023,3289.032
Bulgaria,Female,2023,3506.771
Bulgaria,Rural,2023,1583.081
Bulgaria,Urban,2023,5211.414
Burkina Faso,Total,2019,20961.952
Burkina Faso,Male,2019,10433.333
Burkina Faso,Female,2019,10528.62
Burkina Faso,Rural,2019,14229.173
Burkina Faso,Urban,2019,6092.387
Burkina Faso,Total,2020,21478.69
Burkina Faso,Male,2020,10693.067
Burkina Faso,Female,2020,10785.622
Burkina Faso,Rural,2020,14505.434
Burkina Faso,Urban,2020,6397.911
Burkina Faso,Total,2021,21995.243
Burkina Faso,Male,2021,10953.636
Burkina Faso,Female,2021,11041.608
Burkina Faso,Rural,2021,14781.376
Burkina Faso,Urban,2021,6715.585
Burkina Faso,Total,2022,22509.038
Burkina Faso,Male,2022,11211.359
Burkina Faso,Female,2022,11297.68
Burkina Faso,Rural,2022,15056.707
Burkina Faso,Urban,2022,7045.635
Burkina Faso,Total,2023,23025.776
Burkina Faso,Male,2023,11468.763
Burkina Faso,Female,2023,11557.013
Burkina Faso,Rural,2023,15331.318
Burkina Faso,Urban,2023,7388.364
Burundi,Total,2019,12255.336
Burundi,Male,2019,6084.18
Burundi,Female,2019,6171.157
Burundi,Rural,2019,10028.767
Burundi,Urban,2019,1547.197
Burundi,Total,2020,12617.036
Burundi,Male,2020,6264.949
Burundi,Female,2020,6352.087
Burundi,Rural,2020,10302.641
Burundi,Urban,2020,1636.586
Burundi,Total,2021,12965.481
Burundi,Male,2021,6438.864
Burundi,Female,2021,6526.617
Burundi,Rural,2021,10575.557
Burundi,Urban,2021,1729.9
Burundi,Total,2022,13321.097
Burundi,Male,2022,6616.267
Burundi,Female,2022,6704.83
Burundi,Rural,2022,10848.076
Burundi,Urban,2022,1827.394
Burundi,Total,2023,13689.45
Burundi,Male,2023,6799.975
Burundi,Female,2023,6889.475
Burundi,Rural,2023,11120.085
Burundi,Urban,2023,1929.218
Cabo Verde,Total,2019,514.104
Cabo Verde,Male,2019,261.208
Cabo Verde,Female,2019,252.896
Cabo Verde,Rural,2019,189.426
Cabo Verde,Urban,2019,370.923
Cabo Verde,Total,2020,514.679
Cabo Verde,Male,2020,261.788
Cabo Verde,Female,2020,252.892
Cabo Verde,Rural,2020,189.2
Cabo Verde,Urban,2020,378.148
Cabo Verde,Total,2021,516.649
Cabo Verde,Male,2021,262.888
Cabo Verde,Female,2021,253.761
Cabo Verde,Rural,2021,188.937
Cabo Verde,Urban,2021,385.375
Cabo Verde,Total,2022,519.741
Cabo Verde,Male,2022,264.411
Cabo Verde,Female,2022,255.331
Cabo Verde,Rural,2022,188.641
Cabo Verde,Urban,2022,392.606
Cabo Verde,Total,2023,522.331
Cabo Verde,Male,2023,265.69
Cabo Verde,Female,2023,256.64
Cabo Verde,Rural,2023,188.312
Cabo Verde,Urban,2023,399.834
Cambodia,Total,2019,16481.304
Cambodia,Male,2019,8057.385
Cambodia,Female,2019,8423.919
Cambodia,Rural,2019,12558.947
Cambodia,Urban,2019,3923.699
Cambodia,Total,2020,16725.474
Cambodia,Male,2020,8180.637
Cambodia,Female,2020,8544.836
Cambodia,Rural,2020,12665.049
Cambodia,Urban,2020,4050.459
Cambodia,Total,2021,16974.305
Cambodia,Male,2021,8306.91
Cambodia,Female,2021,8667.396
Cambodia,Rural,2021,12764.03
Cambodia,Urban,2021,4179.681
Cambodia,Total,2022,17201.724
Cambodia,Male,2022,8421.853
Cambodia,Female,2022,8779.871
Cambodia,Rural,2022,12855.638
Cambodia,Urban,2022,4311.303
Cambodia,Total,2023,17423.88
Cambodia,Male,2023,8533.951
Cambodia,Female,2023,8889.93
Cambodia,Rural,2023,12939.941
Cambodia,Urban,2023,4445.36
Cameroon,Total,2019,25506.095
Cameroon,Male,2019,12713.836
Cameroon,Female,2019,12792.259
Cameroon,Rural,2019,10892.584
Cameroon,Urban,2019,14420.409
Cameroon,Total,2020,26210.558
Cameroon,Male,2020,13064.54
Cameroon,Female,2020,13146.019
Cameroon,Rural,2020,11016.661
Cameroon,Urban,2020,14941.523
Cameroon,Total,2021,26915.758
Cameroon,Male,2021,13415.332
Cameroon,Female,2021,13500.427
Cameroon,Rural,2021,11138.276
Cameroon,Urban,2021,15475.489
Cameroon,Total,2022,27632.771
Cameroon,Male,2022,13772.296
Cameroon,Female,2022,13860.476
Cameroon,Rural,2022,11257.346
Cameroon,Urban,2022,16022.262
Cameroon,Total,2023,28372.687
Cameroon,Male,2023,14140.585
Cameroon,Female,2023,14232.102
Cameroon,Rural,2023,11373.878
Cameroon,Urban,2023,16581.877
Canada,Total,2019,37782.935
Canada,Male,2019,18766.224
Canada,Female,2019,19016.711
Canada,Rural,2019,6903.53
Canada,Urban,2019,30376.281
Canada,Total,2020,38171.902
Canada,Male,2020,18964.448
Canada,Female,2020,19207.454
Canada,Rural,2020,6933.141
Canada,Urban,2020,30670.064
Canada,Total,2021,38454.057
Canada,Male,2021,19105.377
Canada,Female,2021,19348.679
Canada,Rural,2021,6958.095
Canada,Urban,2021,30966.067
Canada,Total,2022,38821.259
Canada,Male,2022,19282.356
Canada,Female,2022,19538.904
Canada,Rural,2022,6978.269
Canada,Urban,2022,31263.957
Canada,Total,2023,39299.105
Canada,Male,2023,19515.575
Canada,Female,2023,19783.529
Canada,Rural,2023,6993.543
Canada,Urban,2023,31563.358
Cayman Islands,Total,2019,67.327
Cayman Islands,Male,2019,33.786
Cayman Islands,Female,2019,33.541
Cayman Islands,Rural,2019,0
Cayman Islands,Urban,2019,63.129
Cayman Islands,Total,2020,68.684
Cayman Islands,Male,2020,34.514
Cayman Islands,Female,2020,34.171
Cayman Islands,Rural,2020,0
Cayman Islands,Urban,2020,63.89
Cayman Islands,Total,2021,70.108
Cayman Islands,Male,2021,35.242
Cayman Islands,Female,2021,34.865
Cayman Islands,Rural,2021,0
Cayman Islands,Urban,2021,64.643
Cayman Islands,Total,2022,71.591
Cayman Islands,Male,2022,35.969
Cayman Islands,Female,2022,35.622
Cayman Islands,Rural,2022,0
Cayman Islands,Urban,2022,65.393
Cayman Islands,Total,2023,73.038
Cayman Islands,Male,2023,36.676
Cayman Islands,Female,2023,36.362
Cayman Islands,Rural,2023,0
Cayman Islands,Urban,2023,66.135
Central African Republic,Total,2019,4944.703
Central African Republic,Male,2019,2411.803
Central African Republic,Female,2019,2532.901
Central African Republic,Rural,2019,2810.003
Central African Republic,Urban,2019,2015.708
Central African Republic,Total,2020,5026.628
Central African Republic,Male,2020,2444.831
Central African Republic,Female,2020,2581.798
Central African Republic,Rural,2020,2844.355
Central African Republic,Urban,2020,2076.534
Central African Republic,Total,2021,5112.1
Central African Republic,Male,2021,2483.247
Central African Republic,Female,2021,2628.854
Central African Republic,Rural,2021,2880.682
Central African Republic,Urban,2021,2142.171
Central African Republic,Total,2022,5098.039
Central African Republic,Male,2022,2456.263
Central African Republic,Female,2022,2641.776
Central African Republic,Rural,2022,2919.21
Central African Republic,Urban,2022,2213.06
Central African Republic,Total,2023,5152.421
Central African Republic,Male,2023,2467.628
Central African Republic,Female,2023,2684.793
Central African Republic,Rural,2023,2958.891
Central African Republic,Urban,2023,2288.695
Chad,Total,2019,16685.223
Chad,Male,2019,8371.317
Chad,Female,2019,8313.906
Chad,Rural,2019,12132.857
Chad,Urban,2019,3681.488
Chad,Total,2020,17224.679
Chad,Male,2020,8642.229
Chad,Female,2020,8582.45
Chad,Rural,2020,12454.833
Chad,Urban,2020,3830.26
Chad,Total,2021,17828.273
Chad,Male,2021,8944.699
Chad,Female,2021,8883.575
Chad,Rural,2021,12778.64
Chad,Urban,2021,3987.074
Chad,Total,2022,18455.316
Chad,Male,2022,9258.737
Chad,Female,2022,9196.578
Chad,Rural,2022,13103.337
Chad,Urban,2022,4152.209
Chad,Total,2023,19319.064
Chad,Male,2023,9691.189
Chad,Female,2023,9627.875
Chad,Rural,2023,13428.194
Chad,Urban,2023,4326.026
Channel Islands,Rural,2019,115.227
Channel Islands,Urban,2019,51.601
Channel Islands,Rural,2020,115.69
Channel Islands,Urban,2020,51.888
Channel Islands,Rural,2021,116.109
Channel Islands,Urban,2021,52.195
Channel Islands,Rural,2022,116.49
Channel Islands,Urban,2022,52.525
Channel Islands,Rural,2023,116.84
Channel Islands,Urban,2023,52.884
Chile,Total,2019,19197.744
Chile,Male,2019,9549.157
Chile,Female,2019,9648.586
Chile,Rural,2019,2265.846
Chile,Urban,2019,16070.807
Chile,Total,2020,19370.624
Chile,Male,2020,9633.238
Chile,Female,2020,9737.386
Chile,Rural,2020,2267.065
Chile,Urban,2020,16205.574
Chile,Total,2021,19456.334
Chile,Male,2021,9672.367
Chile,Female,2021,9783.967
Chile,Rural,2021,2266.63
Chile,Urban,2021,16338.316
Chile,Total,2022,19553.036
Chile,Male,2022,9717.972
Chile,Female,2022,9835.065
Chile,Rural,2022,2264.557
Chile,Urban,2022,16469.065
Chile,Total,2023,19658.835
Chile,Male,2023,9770.154
Chile,Female,2023,9888.682
Chile,Rural,2023,2260.874
Chile,Urban,2023,16597.903
China,Total,2019,1455351.282
China,Male,2019,742942.8
China,Female,2019,712408.482
China,Rural,2019,568748.198
China,Urban,2019,883204.937
China,Total,2020,1457942.854
China,Male,2020,743901.142
China,Female,2020,714041.712
China,Rural,2020,554487.938
China,Urban,2020,902077.76
China,Total,2021,1458174.603
China,Male,2021,743583.206
China,Female,2021,714591.397
China,Rural,2021,540439.367
China,Urban,2021,920173.874
China,Total,2022,1456769.951
China,Male,2022,742400.113
China,Female,2022,714369.838
China,Rural,2022,526626.069
China,Urban,2022,937461.423
China,Total,2023,1454058.724
China,Male,2023,740461.354
China,Female,2023,713597.37
China,Rural,2023,513079.075
China,Urban,2023,953931.777
"China, Hong Kong SAR",Total,2019,7485.813
"China, Hong Kong SAR",Male,2019,3388.166
"China, Hong Kong SAR",Female,2019,4097.646
"China, Hong Kong SAR",Rural,2019,0
"China, Hong Kong SAR",Urban,2019,7490.776
"China, Hong Kong SAR",Total,2020,7490.235
"China, Hong Kong SAR",Male,2020,3382.707
"China, Hong Kong SAR",Female,2020,4107.529
"China, Hong Kong SAR",Rural,2020,0
"China, Hong Kong SAR",Urban,2020,7547.652
"China, Hong Kong SAR",Total,2021,7484.601
"China, Hong Kong SAR",Male,2021,3377.05
"China, Hong Kong SAR",Female,2021,4107.551
"China, Hong Kong SAR",Rural,2021,0
"China, Hong Kong SAR",Urban,2021,7598.189
"China, Hong Kong SAR",Total,2022,7465.915
"China, Hong Kong SAR",Male,2022,3367.865
"China, Hong Kong SAR",Female,2022,4098.05
"China, Hong Kong SAR",Rural,2022,0
"China, Hong Kong SAR",Urban,2022,7643.256
"China, Hong Kong SAR",Total,2023,7442.734
"China, Hong Kong SAR",Male,2023,3355.119
"China, Hong Kong SAR",Female,2023,4087.615
"China, Hong Kong SAR",Rural,2023,0
"China, Hong Kong SAR",Urban,2023,7684.801
"China, Macao SAR",Total,2019,670.974
"China, Macao SAR",Male,2019,312.603
"China, Macao SAR",Female,2019,358.371
"China, Macao SAR",Rural,2019,0
"China, Macao SAR",Urban,2019,642.09
"China, Macao SAR",Total,2020,683.067
"China, Macao SAR",Male,2020,317.396
"China, Macao SAR",Female,2020,365.671
"China, Macao SAR",Rural,2020,0
"China, Macao SAR",Urban,2020,651.875
"China, Macao SAR",Total,2021,694.402
"China, Macao SAR",Male,2021,321.89
"China, Macao SAR",Female,2021,372.512
"China, Macao SAR",Rural,2021,0
"China, Macao SAR",Urban,2021,661.838
"China, Macao SAR",Total,2022,704.356
"China, Macao SAR",Male,2022,325.768
"China, Macao SAR",Female,2022,378.589
"China, Macao SAR",Rural,2022,0
"China, Macao SAR",Urban,2022,671.858
"China, Macao SAR",Total,2023,713.912
"China, Macao SAR",Male,2023,329.315
"China, Macao SAR",Female,2023,384.596
"China, Macao SAR",Rural,2023,0
"China, Macao SAR",Urban,2023,681.876
"China, mainland",Total,2019,1423520.357
"China, mainland",Male,2019,727474.139
"China, mainland",Female,2019,696046.218
"China, mainland",Rural,2019,563652.725
"China, mainland",Urban,2019,856409.297
"China, mainland",Total,2020,1426106.093
"China, mainland",Male,2020,728451.612
"China, mainland",Female,2020,697654.481
"China, mainland",Rural,2020,549472.347
"China, mainland",Urban,2020,875075.919
"China, mainland",Total,2021,1426437.267
"China, mainland",Male,2021,728193.405
"China, mainland",Female,2021,698243.861
"China, mainland",Rural,2021,535503.24
"China, mainland",Urban,2021,892977.294
"China, mainland",Total,2022,1425179.569
"China, mainland",Male,2022,727090.905
"China, mainland",Female,2022,698088.664
"China, mainland",Rural,2022,521768.901
"China, mainland",Urban,2022,910080.75
"China, mainland",Total,2023,1422584.933
"China, mainland",Male,2023,725223.289
"China, mainland",Female,2023,697361.644
"China, mainland",Rural,2023,508300.305
"China, mainland",Urban,2023,926375.811
"China, Taiwan Province of",Total,2019,23674.138
"China, Taiwan Province of",Male,2019,11767.891
"China, Taiwan Province of",Female,2019,11906.246
"China, Taiwan Province of",Rural,2019,5095.473
"China, Taiwan Province of",Urban,2019,18662.774
"China, Taiwan Province of",Total,2020,23663.459
"China, Taiwan Province of",Male,2020,11749.427
"China, Taiwan Province of",Female,2020,11914.031
"China, Taiwan Province of",Rural,2020,5015.591
"China, Taiwan Province of",Urban,2020,18802.314
"China, Taiwan Province of",Total,2021,23558.332
"China, Taiwan Province of",Male,2021,11690.86
"China, Taiwan Province of",Female,2021,11867.472
"China, Taiwan Province of",Rural,2021,4936.127
"China, Taiwan Province of",Urban,2021,18936.553
"China, Taiwan Province of",Total,2022,23420.111
"China, Taiwan Province of",Male,2022,11615.575
"China, Taiwan Province of",Female,2022,11804.536
"China, Taiwan Province of",Rural,2022,4857.168
"China, Taiwan Province of",Urban,2022,19065.559
"China, Taiwan Province of",Total,2023,23317.145
"China, Taiwan Province of",Male,2023,11553.63
"China, Taiwan Province of",Female,2023,11763.514
"China, Taiwan Province of",Rural,2023,4778.77
"China, Taiwan Province of",Urban,2023,19189.289
Colombia,Total,2019,49907.985
Colombia,Male,2019,24664.044
Colombia,Female,2019,25243.941
Colombia,Rural,2019,9419.54
Colombia,Urban,2019,40430.278
Colombia,Total,2020,50629.998
Colombia,Male,2020,25013.1
Colombia,Female,2020,25616.897
Colombia,Rural,2020,9328.416
Colombia,Urban,2020,40891.996
Colombia,Total,2021,51188.173
Colombia,Male,2021,25273.27
Colombia,Female,2021,25914.904
Colombia,Rural,2021,9235.053
Colombia,Urban,2021,41341.142
Colombia,Total,2022,51737.944
Colombia,Male,2022,25533.693
Colombia,Female,2022,26204.251
Colombia,Rural,2022,9139.671
Colombia,Urban,2022,41777.604
Colombia,Total,2023,52321.152
Colombia,Male,2023,25818.556
Colombia,Female,2023,26502.596
Colombia,Rural,2023,9042.494
Colombia,Urban,2023,42201.325
Comoros,Total,2019,786.578
Comoros,Male,2019,395.681
Comoros,Female,2019,390.897
Comoros,Rural,2019,602.75
Comoros,Urban,2019,248.16
Comoros,Total,2020,802.163
Comoros,Male,2020,403.523
Comoros,Female,2020,398.64
Comoros,Rural,2020,614.114
Comoros,Urban,2020,255.487
Comoros,Total,2021,818.174
Comoros,Male,2021,411.524
Comoros,Female,2021,406.65
Comoros,Rural,2021,625.324
Comoros,Urban,2021,263.083
Comoros,Total,2022,834.188
Comoros,Male,2022,419.558
Comoros,Female,2022,414.63
Comoros,Rural,2022,636.352
Comoros,Urban,2022,270.954
Comoros,Total,2023,850.387
Comoros,Male,2023,427.697
Comoros,Female,2023,422.69
Comoros,Rural,2023,647.197
Comoros,Urban,2023,279.115
Congo,Total,2019,5616.661
Congo,Male,2019,2808.561
Congo,Female,2019,2808.099
Congo,Rural,2019,1808.264
Congo,Urban,2019,3733.933
Congo,Total,2020,5752.791
Congo,Male,2020,2876.519
Congo,Female,2020,2876.271
Congo,Rural,2020,1829.564
Congo,Urban,2020,3857.353
Congo,Total,2021,5892.183
Congo,Male,2021,2946.068
Congo,Female,2021,2946.115
Congo,Rural,2021,1850.391
Congo,Urban,2021,3983.698
Congo,Total,2022,6035.104
Congo,Male,2022,3017.464
Congo,Female,2022,3017.64
Congo,Rural,2022,1870.877
Congo,Urban,2022,4113.312
Congo,Total,2023,6182.885
Congo,Male,2023,3091.229
Congo,Female,2023,3091.655
Congo,Rural,2023,1891.102
Congo,Urban,2023,4246.426
Cook Islands,Total,2019,16.129
Cook Islands,Male,2019,7.934
Cook Islands,Female,2019,8.195
Cook Islands,Rural,2019,4.318
Cook Islands,Urban,2019,13.144
Cook Islands,Total,2020,15.643
Cook Islands,Male,2020,7.705
Cook Islands,Female,2020,7.938
Cook Islands,Rural,2020,4.292
Cook Islands,Urban,2020,13.223
Cook Islands,Total,2021,15.182
Cook Islands,Male,2021,7.476
Cook Islands,Female,2021,7.707
Cook Islands,Rural,2021,4.261
Cook Islands,Urban,2021,13.289
Cook Islands,Total,2022,14.723
Cook Islands,Male,2022,7.237
Cook Islands,Female,2022,7.487
Cook Islands,Rural,2022,4.231
Cook Islands,Urban,2022,13.358
Cook Islands,Total,2023,14.222
Cook Islands,Male,2023,6.978
Cook Islands,Female,2023,7.245
Cook Islands,Rural,2023,4.2
Cook Islands,Urban,2023,13.43
Costa Rica,Total,2019,4999.553
Costa Rica,Male,2019,2474.298
Costa Rica,Female,2019,2525.255
Costa Rica,Rural,2019,996.082
Costa Rica,Urban,2019,4003.302
Costa Rica,Total,2020,5034.32
Costa Rica,Male,2020,2490.812
Costa Rica,Female,2020,2543.508
Costa Rica,Rural,2020,969.965
Costa Rica,Urban,2020,4074.214
Costa Rica,Total,2021,5059.988
Costa Rica,Male,2021,2502.349
Costa Rica,Female,2021,2557.638
Costa Rica,Rural,2021,944.993
Costa Rica,Urban,2021,4142.55
Costa Rica,Total,2022,5081.765
Costa Rica,Male,2022,2512.039
Costa Rica,Female,2022,2569.725
Costa Rica,Rural,2022,921.163
Costa Rica,Urban,2022,4208.353
Costa Rica,Total,2023,5105.525
Costa Rica,Male,2023,2523.133
Costa Rica,Female,2023,2582.392
Costa Rica,Rural,2023,898.466
Costa Rica,Urban,2023,4271.646
Côte d'Ivoire,Total,2019,28193.009
Côte d'Ivoire,Male,2019,14413.901
Côte d'Ivoire,Female,2019,13779.108
Côte d'Ivoire,Rural,2019,12449.33
Côte d'Ivoire,Urban,2019,13081.753
Côte d'Ivoire,Total,2020,28915.449
Côte d'Ivoire,Male,2020,14767.494
Côte d'Ivoire,Female,2020,14147.956
Côte d'Ivoire,Rural,2020,12639.438
Côte d'Ivoire,Urban,2020,13532.312
Côte d'Ivoire,Total,2021,29639.736
Côte d'Ivoire,Male,2021,15121.701
Côte d'Ivoire,Female,2021,14518.035
Côte d'Ivoire,Rural,2021,12828.984
Côte d'Ivoire,Urban,2021,13998.744
Côte d'Ivoire,Total,2022,30395.002
Côte d'Ivoire,Male,2022,15491.845
Côte d'Ivoire,Female,2022,14903.156
Côte d'Ivoire,Rural,2022,13017.211
Côte d'Ivoire,Urban,2022,14480.845
Côte d'Ivoire,Total,2023,31165.654
Côte d'Ivoire,Male,2023,15869.633
Côte d'Ivoire,Female,2023,15296.021
Côte d'Ivoire,Rural,2023,13203.638
Côte d'Ivoire,Urban,2023,14978.681
Croatia,Total,2019,3986.334
Croatia,Male,2019,1920.084
Croatia,Female,2019,2066.25
Croatia,Rural,2019,1770.247
Croatia,Urban,2019,2369.901
Croatia,Total,2020,3953.958
Croatia,Male,2020,1904.87
Croatia,Female,2020,2049.088
Croatia,Rural,2020,1747.114
Croatia,Urban,2020,2368.833
Croatia,Total,2021,3924.61
Croatia,Male,2021,1891.08
Croatia,Female,2021,2033.53
Croatia,Rural,2021,1723.776
Croatia,Urban,2021,2368.602
Croatia,Total,2022,3907.027
Croatia,Male,2022,1883.201
Croatia,Female,2022,2023.826
Croatia,Rural,2022,1700.237
Croatia,Urban,2022,2369.184
Croatia,Total,2023,3896.023
Croatia,Male,2023,1878.697
Croatia,Female,2023,2017.326
Croatia,Rural,2023,1676.471
Croatia,Urban,2023,2370.512
Cuba,Total,2019,11202.846
Cuba,Male,2019,5546.807
Cuba,Female,2019,5656.039
Cuba,Rural,2019,2630.623
Cuba,Urban,2019,8861.423
Cuba,Total,2020,11176.354
Cuba,Male,2020,5530.297
Cuba,Female,2020,5646.056
Cuba,Rural,2020,2621.644
Cuba,Urban,2020,8873.848
Cuba,Total,2021,11122.168
Cuba,Male,2021,5497.667
Cuba,Female,2021,5624.501
Cuba,Rural,2021,2611.407
Cuba,Urban,2021,8888.324
Cuba,Total,2022,11059.82
Cuba,Male,2022,5461.345
Cuba,Female,2022,5598.475
Cuba,Rural,2022,2599.761
Cuba,Urban,2022,8904.281
Cuba,Total,2023,11019.931
Cuba,Male,2023,5438.94
Cuba,Female,2023,5580.991
Cuba,Rural,2023,2586.646
Cuba,Urban,2023,8921.445
Curaçao,Total,2019,189.543
Curaçao,Male,2019,90.936
Curaçao,Female,2019,98.607
Curaçao,Rural,2019,17.721
Curaçao,Urban,2019,144.826
Curaçao,Total,2020,185.018
Curaçao,Male,2020,87.928
Curaçao,Female,2020,97.09
Curaçao,Rural,2020,17.883
Curaçao,Urban,2020,145.612
Curaçao,Total,2021,185.315
Curaçao,Male,2021,88.117
Curaçao,Female,2021,97.198
Curaçao,Rural,2021,18.029
Curaçao,Urban,2021,146.429
Curaçao,Total,2022,185.345
Curaçao,Male,2022,88.14
Curaçao,Female,2022,97.204
Curaçao,Rural,2022,18.157
Curaçao,Urban,2022,147.273
Curaçao,Total,2023,185.427
Curaçao,Male,2023,88.198
Curaçao,Female,2023,97.229
Curaçao,Rural,2023,18.266
Curaçao,Urban,2023,148.134
Cyprus,Total,2019,1286.671
Cyprus,Male,2019,649.029
Cyprus,Female,2019,637.642
Cyprus,Rural,2019,397.812
Cyprus,Urban,2019,800.615
Cyprus,Total,2020,1302.247
Cyprus,Male,2020,656.653
Cyprus,Female,2020,645.595
Cyprus,Rural,2020,400.589
Cyprus,Urban,2020,806.754
Cyprus,Total,2021,1317.309
Cyprus,Male,2021,663.942
Cyprus,Female,2021,653.366
Cyprus,Rural,2021,402.982
Cyprus,Urban,2021,812.868
Cyprus,Total,2022,1331.37
Cyprus,Male,2022,670.824
Cyprus,Female,2022,660.545
Cyprus,Rural,2022,405.014
Cyprus,Urban,2022,819.014
Cyprus,Total,2023,1344.976
Cyprus,Male,2023,677.601
Cyprus,Female,2023,667.374
Cyprus,Rural,2023,406.702
Cyprus,Urban,2023,825.235
Czechia,Total,2019,10554.875
